type,id,bnf_code,nm
amp,20350911000001100,0205052ADBBAAAA,Edarbi 20mg tablets (Takeda UK Ltd)
amp,20351211000001103,0205052ADBBABAB,Edarbi 40mg tablets (Takeda UK Ltd)
amp,20351811000001102,0205052ADBBACAC,Edarbi 80mg tablets (Takeda UK Ltd)
amp,34087611000001104,0205052B0AAAAAA,Olmesartan medoxomil 10mg tablets (Teva UK Ltd)
amp,34176111000001109,0205052B0AAAAAA,Olmesartan medoxomil 10mg tablets (Actavis UK Ltd)
amp,34188411000001109,0205052B0AAAAAA,Olmesartan medoxomil 10mg tablets (A A H Pharmaceuticals Ltd)
amp,34196511000001106,0205052B0AAAAAA,Olmesartan medoxomil 10mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,34586111000001107,0205052B0AAAAAA,Olmesartan medoxomil 10mg tablets (Milpharm Ltd)
amp,34969911000001108,0205052B0AAAAAA,Olmesartan medoxomil 10mg tablets (Accord Healthcare Ltd)
amp,36765711000001108,0205052B0AAAAAA,Olmesartan medoxomil 10mg tablets (Macleods Pharma UK Ltd)
amp,36869611000001104,0205052B0AAAAAA,Olmesartan medoxomil 10mg tablets (Torrent Pharma (UK) Ltd)
amp,36890911000001101,0205052B0AAAAAA,Olmesartan medoxomil 10mg tablets (Mylan)
amp,37609411000001108,0205052B0AAAAAA,Olmesartan medoxomil 10mg tablets (DE Pharmaceuticals)
amp,34087211000001101,0205052B0AAABAB,Olmesartan medoxomil 20mg tablets (Teva UK Ltd)
amp,34176311000001106,0205052B0AAABAB,Olmesartan medoxomil 20mg tablets (Actavis UK Ltd)
amp,34188611000001107,0205052B0AAABAB,Olmesartan medoxomil 20mg tablets (A A H Pharmaceuticals Ltd)
amp,34196711000001101,0205052B0AAABAB,Olmesartan medoxomil 20mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,34586311000001109,0205052B0AAABAB,Olmesartan medoxomil 20mg tablets (Milpharm Ltd)
amp,34970211000001102,0205052B0AAABAB,Olmesartan medoxomil 20mg tablets (Accord Healthcare Ltd)
amp,36765911000001105,0205052B0AAABAB,Olmesartan medoxomil 20mg tablets (Macleods Pharma UK Ltd)
amp,36869911000001105,0205052B0AAABAB,Olmesartan medoxomil 20mg tablets (Torrent Pharma (UK) Ltd)
amp,36891111000001105,0205052B0AAABAB,Olmesartan medoxomil 20mg tablets (Mylan)
amp,37609611000001106,0205052B0AAABAB,Olmesartan medoxomil 20mg tablets (DE Pharmaceuticals)
