type,id,bnf_code,nm
amp,34953211000001105,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Aristo Pharma Ltd)
amp,35019311000001106,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Zentiva)
amp,35027411000001101,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Mylan)
amp,35028611000001104,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Teva UK Ltd)
amp,35031911000001104,0212000AAAAAAAA,Rosuvastatin 10mg tablets (A A H Pharmaceuticals Ltd)
amp,35034411000001109,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Accord Healthcare Ltd)
amp,35035911000001102,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Sandoz Ltd)
amp,35039511000001107,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,35042011000001105,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Sun Pharmaceutical Industries Europe B.V.)
amp,35183311000001102,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Milpharm Ltd)
amp,35651811000001101,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Consilient Health Ltd)
amp,36237811000001105,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Medreich Plc)
amp,36499911000001103,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Xiromed)
amp,36730611000001101,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Macleods Pharma UK Ltd)
amp,37611411000001105,0212000AAAAAAAA,Rosuvastatin 10mg tablets (Torrent Pharma (UK) Ltd)
amp,37798011000001101,0212000AAAAAAAA,Rosuvastatin 10mg tablets (DE Pharmaceuticals)
amp,34954211000001108,0212000AAAAABAB,Rosuvastatin 20mg tablets (Aristo Pharma Ltd)
amp,35019611000001101,0212000AAAAABAB,Rosuvastatin 20mg tablets (Zentiva)
amp,35027811000001104,0212000AAAAABAB,Rosuvastatin 20mg tablets (Mylan)
amp,35028211000001101,0212000AAAAABAB,Rosuvastatin 20mg tablets (Teva UK Ltd)
amp,35032111000001107,0212000AAAAABAB,Rosuvastatin 20mg tablets (A A H Pharmaceuticals Ltd)
amp,35034611000001107,0212000AAAAABAB,Rosuvastatin 20mg tablets (Accord Healthcare Ltd)
amp,35036111000001106,0212000AAAAABAB,Rosuvastatin 20mg tablets (Sandoz Ltd)
amp,35039711000001102,0212000AAAAABAB,Rosuvastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,35042411000001101,0212000AAAAABAB,Rosuvastatin 20mg tablets (Sun Pharmaceutical Industries Europe B.V.)
amp,35184211000001108,0212000AAAAABAB,Rosuvastatin 20mg tablets (Milpharm Ltd)
amp,35652011000001104,0212000AAAAABAB,Rosuvastatin 20mg tablets (Consilient Health Ltd)
amp,36238011000001103,0212000AAAAABAB,Rosuvastatin 20mg tablets (Medreich Plc)
amp,36500111000001102,0212000AAAAABAB,Rosuvastatin 20mg tablets (Xiromed)
amp,36732311000001105,0212000AAAAABAB,Rosuvastatin 20mg tablets (Macleods Pharma UK Ltd)
amp,37611611000001108,0212000AAAAABAB,Rosuvastatin 20mg tablets (Torrent Pharma (UK) Ltd)
amp,37798511000001109,0212000AAAAABAB,Rosuvastatin 20mg tablets (DE Pharmaceuticals)
amp,34954611000001105,0212000AAAAACAC,Rosuvastatin 40mg tablets (Aristo Pharma Ltd)
amp,35018711000001101,0212000AAAAACAC,Rosuvastatin 40mg tablets (Zentiva)
amp,35028011000001106,0212000AAAAACAC,Rosuvastatin 40mg tablets (Mylan)
amp,35028411000001102,0212000AAAAACAC,Rosuvastatin 40mg tablets (Teva UK Ltd)
amp,35032311000001109,0212000AAAAACAC,Rosuvastatin 40mg tablets (A A H Pharmaceuticals Ltd)
amp,35035011000001101,0212000AAAAACAC,Rosuvastatin 40mg tablets (Accord Healthcare Ltd)
amp,35036311000001108,0212000AAAAACAC,Rosuvastatin 40mg tablets (Sandoz Ltd)
amp,35039911000001100,0212000AAAAACAC,Rosuvastatin 40mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,35041611000001109,0212000AAAAACAC,Rosuvastatin 40mg tablets (Sun Pharmaceutical Industries Europe B.V.)
amp,35184411000001107,0212000AAAAACAC,Rosuvastatin 40mg tablets (Milpharm Ltd)
amp,35652211000001109,0212000AAAAACAC,Rosuvastatin 40mg tablets (Consilient Health Ltd)
amp,36238211000001108,0212000AAAAACAC,Rosuvastatin 40mg tablets (Medreich Plc)
amp,36500311000001100,0212000AAAAACAC,Rosuvastatin 40mg tablets (Xiromed)
