type,id,bnf_code,nm
amp,8746211000001109,0202040S0AAAAAA,Spironolactone 1mg / Chlorothiazide 10mg capsules (Special Order)
amp,18515111000001101,0202040S0AAAHAH,Spironolactone 4mg / Chlorothiazide 40mg capsules (Special Order)
amp,16071911000001102,0202040S0AAAMAM,Spironolactone 3mg / Chlorothiazide 30mg capsules (Special Order)
amp,27749111000001100,0202040S0AAAPAP,Spironolactone 5mg / Chlorothiazide 50mg capsules (Special Order)
amp,28875111000001105,0202040S0AAAQAQ,Spironolactone 16mg / Chlorothiazide 160mg capsules (Special Order)
amp,32872611000001100,0202040S0AAARAR,Spironolactone 6mg / Chlorothiazide 60mg capsules (Special Order)
amp,3645811000001107,0202040T0BBAAAA,Lasilactone 20mg/50mg capsules (Sanofi)
amp,3638411000001101,020400010BBAAAA,Viskaldix tablets (Advanz Pharma)
amp,30993311000001109,020400030AAAEAE,Timolol 10mg / Bendroflumethiazide 2.5mg tablets (Mylan)
amp,31244611000001104,020400030AAAEAE,Timolol 10mg / Bendroflumethiazide 2.5mg tablets (A A H Pharmaceuticals Ltd)
amp,31257511000001109,020400030AAAEAE,Timolol 10mg / Bendroflumethiazide 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,74311000001101,020400030BBAAAA,Moducren tablets (Merck Sharp & Dohme Ltd)
amp,32111000001108,020400040AAAAAA,Co-tenidone 50mg/12.5mg tablets (Kent Pharmaceuticals Ltd)
amp,143311000001108,020400040AAAAAA,Co-tenidone 50mg/12.5mg tablets (Teva UK Ltd)
amp,552311000001106,020400040AAAAAA,Co-tenidone 50mg/12.5mg tablets (Sandoz Ltd)
amp,576211000001104,020400040AAAAAA,Co-tenidone 50mg/12.5mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,587011000001102,020400040AAAAAA,Co-tenidone 50mg/12.5mg tablets (Mylan)
amp,622411000001106,020400040AAAAAA,Co-tenidone 50mg/12.5mg tablets (Wockhardt UK Ltd)
amp,653811000001101,020400040AAAAAA,Co-tenidone 50mg/12.5mg tablets (Actavis UK Ltd)
