parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"crude"	"tested"	""
"2.ethnicity_16"	"Eth 16 categories"	1.0924905	.01360305	7.1044131	1.208e-12	1.0661517	1.11948	"crude"	"tested"	""
"3.ethnicity_16"	"Eth 16 categories"	.72717428	.00281589	-82.272317	0	.72167613	.73271432	"crude"	"tested"	""
"4.ethnicity_16"	"Eth 16 categories"	.94794503	.01761753	-2.8764506	.00402175	.91403662	.98311136	"crude"	"tested"	""
"5.ethnicity_16"	"Eth 16 categories"	1.0301313	.01996031	1.5320784	.12550309	.99174336	1.0700052	"crude"	"tested"	""
"6.ethnicity_16"	"Eth 16 categories"	.98825604	.01915529	-.60947809	.54220759	.95141656	1.026522	"crude"	"tested"	""
"7.ethnicity_16"	"Eth 16 categories"	.83985329	.01308672	-11.200508	4.054e-29	.8145915	.86589849	"crude"	"tested"	""
"8.ethnicity_16"	"Eth 16 categories"	1.1011686	.00581392	18.253078	1.956e-74	1.0898323	1.1126229	"crude"	"tested"	""
"9.ethnicity_16"	"Eth 16 categories"	.96096564	.00665599	-5.7485721	9.000e-09	.94800829	.97410008	"crude"	"tested"	""
"10.ethnicity_16"	"Eth 16 categories"	.70228282	.01121766	-22.125837	1.78e-108	.6806372	.72461681	"crude"	"tested"	""
"11.ethnicity_16"	"Eth 16 categories"	.98203449	.0077485	-2.2976277	.02158299	.96696454	.9973393	"crude"	"tested"	""
"12.ethnicity_16"	"Eth 16 categories"	.9907003	.01272274	-.72754157	.46689426	.96607539	1.0159529	"crude"	"tested"	""
"13.ethnicity_16"	"Eth 16 categories"	.99148197	.00826052	-1.0267699	.30452882	.97542313	1.0078052	"crude"	"tested"	""
"14.ethnicity_16"	"Eth 16 categories"	.90685611	.01314141	-6.7469689	1.510e-11	.88146176	.93298206	"crude"	"tested"	""
"15.ethnicity_16"	"Eth 16 categories"	.34899921	.00639682	-57.4327	0	.33668421	.36176466	"crude"	"tested"	""
"16.ethnicity_16"	"Eth 16 categories"	.78751152	.00694702	-27.079025	1.74e-161	.77401264	.80124583	"crude"	"tested"	""
"17.ethnicity_16"	"Eth 16 categories"	.83732911	.00181305	-81.993414	0	.83378314	.84089017	"crude"	"tested"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model0"	"tested"	""
"2.ethnicity_16"	"Eth 16 categories"	1.0589934	.0131878	4.6027581	4.169e-06	1.0334587	1.085159	"model0"	"tested"	""
"3.ethnicity_16"	"Eth 16 categories"	.74484068	.00291363	-75.307801	0	.73915192	.75057323	"model0"	"tested"	""
"4.ethnicity_16"	"Eth 16 categories"	.98675788	.01834898	-.71688214	.47344683	.951442	1.0233846	"model0"	"tested"	""
"5.ethnicity_16"	"Eth 16 categories"	1.099462	.02131498	4.891023	1.003e-06	1.0584691	1.1420424	"model0"	"tested"	""
"6.ethnicity_16"	"Eth 16 categories"	1.0459644	.02028679	2.3170222	.02050252	1.0069493	1.0864912	"model0"	"tested"	""
"7.ethnicity_16"	"Eth 16 categories"	.88475731	.01380022	-7.8499756	4.161e-15	.85811864	.91222293	"model0"	"tested"	""
"8.ethnicity_16"	"Eth 16 categories"	1.1411432	.00604621	24.919039	4.63e-137	1.1293542	1.1530553	"model0"	"tested"	""
"9.ethnicity_16"	"Eth 16 categories"	1.004582	.00698224	.65773144	.51071072	.99098981	1.0183605	"model0"	"tested"	""
"10.ethnicity_16"	"Eth 16 categories"	.73983186	.01182847	-18.847348	3.089e-79	.71700796	.76338229	"model0"	"tested"	""
"11.ethnicity_16"	"Eth 16 categories"	1.0296337	.0081464	3.6910162	.00022336	1.0137902	1.0457248	"model0"	"tested"	""
"12.ethnicity_16"	"Eth 16 categories"	.99496328	.01278075	-.39309279	.69425095	.97022618	1.0203311	"model0"	"tested"	""
"13.ethnicity_16"	"Eth 16 categories"	1.0585628	.00884478	6.8113641	9.668e-12	1.0413685	1.076041	"model0"	"tested"	""
"14.ethnicity_16"	"Eth 16 categories"	.97191451	.01409449	-1.9644097	.0494826	.94467871	.99993553	"model0"	"tested"	""
"15.ethnicity_16"	"Eth 16 categories"	.36939693	.00677696	-54.283371	0	.3563503	.38292123	"model0"	"tested"	""
"16.ethnicity_16"	"Eth 16 categories"	.82908522	.00733211	-21.194074	1.083e-99	.81483836	.84358116	"model0"	"tested"	""
"17.ethnicity_16"	"Eth 16 categories"	.85659273	.00186978	-70.914208	0	.85293585	.86026529	"model0"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"tested"	""
"1.male"	"Male"	.69531374	.00125882	-200.72047	0	.69285087	.69778537	"model0"	"tested"	""
"age1"	"Age spline 1"	1.0216259	.00026424	82.722	0	1.0211081	1.0221439	"model0"	"tested"	""
"age2"	"Age spline 2"	.90250105	.00077048	-120.16279	0	.90099219	.90401243	"model0"	"tested"	""
"age3"	"Age spline 3"	1.423703	.00340478	147.71561	0	1.4170454	1.430392	"model0"	"tested"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model1"	"tested"	""
"2.ethnicity_16"	"Eth 16 categories"	1.051296	.01314886	3.9995653	.00006346	1.025838	1.0773858	"model1"	"tested"	""
"3.ethnicity_16"	"Eth 16 categories"	.73000689	.00287885	-79.800551	0	.72438619	.7356712	"model1"	"tested"	""
"4.ethnicity_16"	"Eth 16 categories"	.96043654	.01797546	-2.1568458	.03101768	.92584364	.99632196	"model1"	"tested"	""
"5.ethnicity_16"	"Eth 16 categories"	1.0659186	.02083432	3.2660074	.00109075	1.0258564	1.1075454	"model1"	"tested"	""
"6.ethnicity_16"	"Eth 16 categories"	1.0367956	.02024246	1.8507852	.06420047	.99787066	1.077239	"model1"	"tested"	""
"7.ethnicity_16"	"Eth 16 categories"	.86705072	.01363765	-9.0698603	1.192e-19	.84072923	.89419629	"model1"	"tested"	""
"8.ethnicity_16"	"Eth 16 categories"	1.1130922	.00595432	20.028969	3.080e-89	1.1014829	1.1248238	"model1"	"tested"	""
"9.ethnicity_16"	"Eth 16 categories"	.95902438	.00672814	-5.9636729	2.466e-09	.94592772	.97230237	"model1"	"tested"	""
"10.ethnicity_16"	"Eth 16 categories"	.70503662	.01132679	-21.754998	6.19e-105	.68318241	.72758993	"model1"	"tested"	""
"11.ethnicity_16"	"Eth 16 categories"	1.0049709	.00800913	.62219885	.53381112	.98939529	1.0207918	"model1"	"tested"	""
"12.ethnicity_16"	"Eth 16 categories"	.95611962	.01234992	-3.4739675	.00051282	.93221804	.98063403	"model1"	"tested"	""
"13.ethnicity_16"	"Eth 16 categories"	1.0136203	.00855851	1.6022261	.10910562	.996984	1.0305343	"model1"	"tested"	""
"14.ethnicity_16"	"Eth 16 categories"	.93500541	.01365058	-4.603111	4.162e-06	.90862993	.96214652	"model1"	"tested"	""
"15.ethnicity_16"	"Eth 16 categories"	.36851976	.00682353	-53.913284	0	.35538566	.38213927	"model1"	"tested"	""
"16.ethnicity_16"	"Eth 16 categories"	.80765038	.0071971	-23.972881	5.34e-127	.7936668	.82188033	"model1"	"tested"	""
"17.ethnicity_16"	"Eth 16 categories"	.85612111	.00187735	-70.840642	0	.85244947	.85980857	"model1"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"tested"	""
"1.male"	"Male"	.69522039	.0012649	-199.80284	0	.69274565	.69770398	"model1"	"tested"	""
"age1"	"Age spline 1"	1.0219106	.0002662	83.204811	0	1.021389	1.0224325	"model1"	"tested"	""
"age2"	"Age spline 2"	.90328427	.0007759	-118.41826	0	.90176482	.90480627	"model1"	"tested"	""
"age3"	"Age spline 3"	1.419271	.00341332	145.59109	0	1.4125968	1.4259768	"model1"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0410836	.00298368	14.048463	7.872e-45	1.035252	1.0469479	"model1"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0913667	.00313881	30.399741	5.54e-203	1.0852321	1.097536	"model1"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1613911	.00334461	51.953952	0	1.1548542	1.1679649	"model1"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1951095	.00358256	59.458489	0	1.1881083	1.2021518	"model1"	"tested"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model2"	"tested"	""
"2.ethnicity_16"	"Eth 16 categories"	1.0770696	.01790241	4.4667746	7.941e-06	1.0425469	1.1127355	"model2"	"tested"	""
"3.ethnicity_16"	"Eth 16 categories"	.90882781	.00528922	-16.426553	1.235e-60	.89852004	.91925384	"model2"	"tested"	""
"4.ethnicity_16"	"Eth 16 categories"	.98214439	.0268877	-.65811639	.51046335	.93083434	1.0362828	"model2"	"tested"	""
"5.ethnicity_16"	"Eth 16 categories"	1.2332056	.0350694	7.3711215	1.692e-13	1.1663513	1.303892	"model2"	"tested"	""
"6.ethnicity_16"	"Eth 16 categories"	1.1199123	.03252264	3.8997606	.00009629	1.0579493	1.1855045	"model2"	"tested"	""
"7.ethnicity_16"	"Eth 16 categories"	.97765554	.02307091	-.95761051	.3382592	.93346715	1.0239357	"model2"	"tested"	""
"8.ethnicity_16"	"Eth 16 categories"	1.1383931	.00804968	18.330653	4.712e-75	1.1227249	1.1542801	"model2"	"tested"	""
"9.ethnicity_16"	"Eth 16 categories"	.88430054	.00826542	-13.155054	1.592e-39	.8682481	.90064977	"model2"	"tested"	""
"10.ethnicity_16"	"Eth 16 categories"	.64420938	.014147	-20.023973	3.405e-89	.61707001	.67254236	"model2"	"tested"	""
"11.ethnicity_16"	"Eth 16 categories"	1.0649017	.01160058	5.7724424	7.813e-09	1.042406	1.0878829	"model2"	"tested"	""
"12.ethnicity_16"	"Eth 16 categories"	.97126463	.0159044	-1.7805445	.0749869	.94058749	1.0029423	"model2"	"tested"	""
"13.ethnicity_16"	"Eth 16 categories"	1.1139898	.01364184	8.8150102	1.197e-18	1.0875706	1.1410507	"model2"	"tested"	""
"14.ethnicity_16"	"Eth 16 categories"	.97460612	.01977544	-1.2676681	.2049165	.93660756	1.0141463	"model2"	"tested"	""
"15.ethnicity_16"	"Eth 16 categories"	.60199103	.01875444	-16.290444	1.154e-59	.56633274	.63989448	"model2"	"tested"	""
"16.ethnicity_16"	"Eth 16 categories"	.95411009	.01206627	-3.7145274	.00020358	.93075133	.97805507	"model2"	"tested"	""
"17.ethnicity_16"	"Eth 16 categories"	.9691408	.00314744	-9.651678	4.836e-22	.96299153	.97532935	"model2"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"tested"	""
"1.male"	"Male"	.81907762	.00214626	-76.164261	0	.8148818	.82329504	"model2"	"tested"	""
"age1"	"Age spline 1"	1.0151324	.00051789	29.439382	1.72e-190	1.0141178	1.0161479	"model2"	"tested"	""
"age2"	"Age spline 2"	.89000601	.00133005	-77.974146	0	.88740296	.89261668	"model2"	"tested"	""
"age3"	"Age spline 3"	1.4562268	.00581488	94.124147	0	1.4448743	1.4676684	"model2"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0306433	.00418206	7.4384646	1.019e-13	1.0224791	1.0388727	"model2"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0796218	.00438094	18.87966	1.677e-79	1.0710694	1.0882426	"model2"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1309623	.00461202	30.179026	4.46e-200	1.1219589	1.1400379	"model2"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1436398	.00487352	31.495687	9.95e-218	1.1341277	1.1532317	"model2"	"tested"	""
