eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome
"ventilated"	"5.stp"	"Sustainability and Transformation Partnership"	.46053368	.18703641	-1.9091666	.05624061	.20776059	1.0208446	"crude"	"ventilated"
"ventilated"	"6.stp"	"Sustainability and Transformation Partnership"	.99851071	.21291259	-.00698965	.99442311	.65743208	1.5165424	"crude"	"ventilated"
"ventilated"	"7.stp"	"Sustainability and Transformation Partnership"	2.1045348	1.6355815	.95744089	.33834477	.45880455	9.6534934	"crude"	"ventilated"
"ventilated"	"8.stp"	"Sustainability and Transformation Partnership"	2.9263177	.74617303	4.2109786	.00002543	1.7753179	4.8235504	"crude"	"ventilated"
"ventilated"	"9.stp"	"Sustainability and Transformation Partnership"	3.5120798	1.3211919	3.3393365	.00083979	1.6801772	7.3413116	"crude"	"ventilated"
"ventilated"	"10.stp"	"Sustainability and Transformation Partnership"	3.3624782	.88548897	4.6049182	4.126e-06	2.0067836	5.6340205	"crude"	"ventilated"
"ventilated"	"11.stp"	"Sustainability and Transformation Partnership"	4.4237341	1.1969163	5.4958082	3.889e-08	2.6030469	7.5178913	"crude"	"ventilated"
"ventilated"	"12.stp"	"Sustainability and Transformation Partnership"	2.0978682	.57191523	2.7178086	.00657158	1.2294926	3.579567	"crude"	"ventilated"
"ventilated"	"13.stp"	"Sustainability and Transformation Partnership"	11.10266	4.2686144	6.2610842	3.823e-10	5.2259775	23.587752	"crude"	"ventilated"
"ventilated"	"14.stp"	"Sustainability and Transformation Partnership"	5.6893985	1.9639935	5.03648	4.742e-07	2.8922086	11.191881	"crude"	"ventilated"
"ventilated"	"15.stp"	"Sustainability and Transformation Partnership"	1.9094684	.44370466	2.7835896	.0053761	1.2109274	3.0109729	"crude"	"ventilated"
"ventilated"	"16.stp"	"Sustainability and Transformation Partnership"	.70654438	.23047586	-1.0648915	.28692502	.37280025	1.3390682	"crude"	"ventilated"
"ventilated"	"17.stp"	"Sustainability and Transformation Partnership"	6.6889725	2.2730668	5.5925003	2.238e-08	3.4363829	13.020189	"crude"	"ventilated"
"ventilated"	"18.stp"	"Sustainability and Transformation Partnership"	1.792087	.37965197	2.7537571	.00589155	1.183131	2.7144719	"crude"	"ventilated"
"ventilated"	"19.stp"	"Sustainability and Transformation Partnership"	3.1792977	.74718804	4.9216092	8.584e-07	2.0057861	5.0393877	"crude"	"ventilated"
"ventilated"	"20.stp"	"Sustainability and Transformation Partnership"	2.540869	.49912446	4.7470646	2.064e-06	1.7289146	3.7341437	"crude"	"ventilated"
"ventilated"	"21.stp"	"Sustainability and Transformation Partnership"	4.675815	.97638777	7.3864027	1.509e-13	3.1053625	7.0404809	"crude"	"ventilated"
"ventilated"	"22.stp"	"Sustainability and Transformation Partnership"	3.1625002	1.7850381	2.0398363	.04136663	1.0461147	9.5605265	"crude"	"ventilated"
"ventilated"	"23.stp"	"Sustainability and Transformation Partnership"	1.4753892	.40623784	1.4125004	.15780268	.86007114	2.5309225	"crude"	"ventilated"
"ventilated"	"24.stp"	"Sustainability and Transformation Partnership"	4.6166595	5.3722809	1.3145202	.1886712	.47185416	45.169772	"crude"	"ventilated"
"ventilated"	"25.stp"	"Sustainability and Transformation Partnership"	.62192826	.52789267	-.55953177	.57579886	.11782582	3.2827674	"crude"	"ventilated"
"ventilated"	"26.stp"	"Sustainability and Transformation Partnership"	2.614096	.98845656	2.5412678	.01104513	1.2458348	5.4850755	"crude"	"ventilated"
"ventilated"	"27.stp"	"Sustainability and Transformation Partnership"	5.5614588	1.8598171	5.1309815	2.882e-07	2.8875993	10.711259	"crude"	"ventilated"
"ventilated"	"28.stp"	"Sustainability and Transformation Partnership"	5.6338411	2.0794528	4.6837977	2.816e-06	2.7329129	11.614042	"crude"	"ventilated"
"ventilated"	"29.stp"	"Sustainability and Transformation Partnership"	5.0404693	1.661606	4.9066716	9.263e-07	2.6416167	9.6177203	"crude"	"ventilated"
"ventilated"	"30.stp"	"Sustainability and Transformation Partnership"	2.2775181	.78813274	2.3785257	.01738203	1.1558579	4.4876527	"crude"	"ventilated"
"ventilated"	"31o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"crude"	"ventilated"
"ventilated"	"32o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"crude"	"ventilated"
"ventilated"	"_cons"	"Constant"	.63355252	.09106432	-3.1753514	.00149655	.47800705	.83971314	"crude"	"ventilated"
"ventilated"	"1b.eth16"	"Eth 16 collapsed"	1	0			1	1	"model0"	"ventilated"
"ventilated"	"3.eth16"	"Eth 16 collapsed"	.7872143	.13843165	-1.3605614	.17365232	.55771094	1.1111605	"model0"	"ventilated"
"ventilated"	"4.eth16"	"Eth 16 collapsed"	1.1376782	.23465702	.62537493	.53172501	.75936574	1.7044643	"model0"	"ventilated"
"ventilated"	"5.eth16"	"Eth 16 collapsed"	1.524141	.34642919	1.8541168	.06372245	.97622859	2.3795715	"model0"	"ventilated"
"ventilated"	"6.eth16"	"Eth 16 collapsed"	3.0144865	1.7862325	1.8621727	.06257875	.94370074	9.6292486	"model0"	"ventilated"
"ventilated"	"7.eth16"	"Eth 16 collapsed"	1.1078014	.40632813	.27911868	.78015375	.53982316	2.2733815	"model0"	"ventilated"
"ventilated"	"8.eth16"	"Eth 16 collapsed"	1.142023	.25433239	.59631426	.55096531	.73809007	1.7670153	"model0"	"ventilated"
"ventilated"	"9.eth16"	"Eth 16 collapsed"	.91348274	.51785454	-.15962355	.87317763	.30071362	2.7749016	"model0"	"ventilated"
"ventilated"	"10.eth16"	"Eth 16 collapsed"	1.0972512	.32410978	.31419541	.75337263	.61500018	1.9576581	"model0"	"ventilated"
"ventilated"	"11.eth16"	"Eth 16 collapsed"	1.0091741	.17451107	.0528105	.95788289	.71907196	1.4163148	"model0"	"ventilated"
"ventilated"	"12.eth16"	"Eth 16 collapsed"	1.1224855	.12887651	1.0063747	.31423538	.89629565	1.4057568	"model0"	"ventilated"
"ventilated"	"0b.male"	"Male"	1	0			1	1	"model0"	"ventilated"
"ventilated"	"1.male"	"Male"	1.3135398	.11727828	3.0545813	.00225375	1.1026672	1.5647395	"model0"	"ventilated"
"ventilated"	"age1"	"Age spline 1"	1.0151721	.02646614	.57759177	.56353977	.96460242	1.0683929	"model0"	"ventilated"
"ventilated"	"age2"	"Age spline 2"	1.0259938	.07175909	.36690515	.71368977	.89456276	1.176735	"model0"	"ventilated"
"ventilated"	"age3"	"Age spline 3"	.84844271	.14978466	-.93096221	.35187311	.60027577	1.1992072	"model0"	"ventilated"
"ventilated"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"ventilated"
"ventilated"	"2.stp"	"Sustainability and Transformation Partnership"	.76434932	.1469602	-1.3976837	.16220808	.52436385	1.1141689	"model0"	"ventilated"
"ventilated"	"3.stp"	"Sustainability and Transformation Partnership"	.57131482	.14471353	-2.2100942	.02709862	.34774982	.93860761	"model0"	"ventilated"
"ventilated"	"4.stp"	"Sustainability and Transformation Partnership"	2.5569141	1.0940805	2.1940193	.02823402	1.1053369	5.9147664	"model0"	"ventilated"
"ventilated"	"5.stp"	"Sustainability and Transformation Partnership"	.46798361	.19124979	-1.8580426	.06316296	.21007388	1.0425316	"model0"	"ventilated"
"ventilated"	"6.stp"	"Sustainability and Transformation Partnership"	.99471082	.21331247	-.02472978	.9802705	.65337042	1.5143777	"model0"	"ventilated"
"ventilated"	"7.stp"	"Sustainability and Transformation Partnership"	2.178216	1.7085223	.99252709	.32094047	.46821567	10.133417	"model0"	"ventilated"
"ventilated"	"8.stp"	"Sustainability and Transformation Partnership"	2.9198868	.74839416	4.180671	.00002907	1.7668316	4.8254397	"model0"	"ventilated"
"ventilated"	"9.stp"	"Sustainability and Transformation Partnership"	3.3297197	1.2559302	3.1890948	.00142719	1.5898081	6.9738186	"model0"	"ventilated"
"ventilated"	"10.stp"	"Sustainability and Transformation Partnership"	3.3791249	.89554037	4.5944096	4.340e-06	2.0100999	5.6805562	"model0"	"ventilated"
"ventilated"	"11.stp"	"Sustainability and Transformation Partnership"	4.5840154	1.2473182	5.5956123	2.198e-08	2.6892596	7.8137483	"model0"	"ventilated"
"ventilated"	"12.stp"	"Sustainability and Transformation Partnership"	2.1813747	.59892761	2.8407017	.00450144	1.2735638	3.7362835	"model0"	"ventilated"
"ventilated"	"13.stp"	"Sustainability and Transformation Partnership"	11.298209	4.3622327	6.279843	3.389e-10	5.3010404	24.080089	"model0"	"ventilated"
"ventilated"	"14.stp"	"Sustainability and Transformation Partnership"	5.6673533	1.966614	4.9990918	5.760e-07	2.8708268	11.188029	"model0"	"ventilated"
"ventilated"	"15.stp"	"Sustainability and Transformation Partnership"	1.8873628	.4409207	2.7188927	.00655009	1.1939879	2.9833956	"model0"	"ventilated"
"ventilated"	"16.stp"	"Sustainability and Transformation Partnership"	.73500008	.24114706	-.93841184	.3480328	.38638089	1.3981673	"model0"	"ventilated"
"ventilated"	"17.stp"	"Sustainability and Transformation Partnership"	6.9639542	2.3803593	5.6778304	1.364e-08	3.5637356	13.608377	"model0"	"ventilated"
"ventilated"	"18.stp"	"Sustainability and Transformation Partnership"	1.803762	.38429831	2.7686646	.00562865	1.1880303	2.7386147	"model0"	"ventilated"
"ventilated"	"19.stp"	"Sustainability and Transformation Partnership"	3.2915404	.77881254	5.0350953	4.776e-07	2.0701227	5.2336212	"model0"	"ventilated"
"ventilated"	"20.stp"	"Sustainability and Transformation Partnership"	2.6433049	.52337571	4.9092299	9.143e-07	1.7931182	3.896598	"model0"	"ventilated"
"ventilated"	"21.stp"	"Sustainability and Transformation Partnership"	4.5583912	.95773718	7.2200827	5.196e-13	3.0197471	6.8810169	"model0"	"ventilated"
"ventilated"	"22.stp"	"Sustainability and Transformation Partnership"	2.9640882	1.6919913	1.9034896	.05697669	.9682768	9.0736648	"model0"	"ventilated"
"ventilated"	"23.stp"	"Sustainability and Transformation Partnership"	1.479975	.40997418	1.4151807	.15701553	.85992273	2.5471197	"model0"	"ventilated"
"ventilated"	"24.stp"	"Sustainability and Transformation Partnership"	4.3863276	5.1124569	1.2685	.20461943	.44667166	43.073855	"model0"	"ventilated"
"ventilated"	"25.stp"	"Sustainability and Transformation Partnership"	.56094795	.47853352	-.6776939	.4979658	.10538517	2.9858338	"model0"	"ventilated"
"ventilated"	"26.stp"	"Sustainability and Transformation Partnership"	2.6322389	1.0033681	2.5390206	.01111633	1.2469833	5.5563547	"model0"	"ventilated"
"ventilated"	"27.stp"	"Sustainability and Transformation Partnership"	5.255034	1.7637482	4.9434956	7.673e-07	2.7219903	10.145291	"model0"	"ventilated"
"ventilated"	"28.stp"	"Sustainability and Transformation Partnership"	5.513296	2.0443498	4.6039543	4.145e-06	2.665525	11.403545	"model0"	"ventilated"
"ventilated"	"29.stp"	"Sustainability and Transformation Partnership"	5.4805546	1.8168348	5.1317565	2.871e-07	2.8618468	10.495488	"model0"	"ventilated"
"ventilated"	"30.stp"	"Sustainability and Transformation Partnership"	2.1748175	.75580559	2.2356451	.02537503	1.1005459	4.2977136	"model0"	"ventilated"
"ventilated"	"31o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"ventilated"
"ventilated"	"32o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"ventilated"
"ventilated"	"_cons"	"Constant"	.24195349	.22030779	-1.5584304	.11913125	.04061446	1.4413951	"model0"	"ventilated"
"ventilated"	"1b.eth16"	"Eth 16 collapsed"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"3.eth16"	"Eth 16 collapsed"	.81556824	.14463968	-1.1495466	.25033068	.57610431	1.1545679	"model1"	"ventilated"
"ventilated"	"4.eth16"	"Eth 16 collapsed"	1.1271064	.23314917	.5784382	.56296831	.75142983	1.6906021	"model1"	"ventilated"
"ventilated"	"5.eth16"	"Eth 16 collapsed"	1.6356788	.37738722	2.1326864	.03295046	1.0406556	2.5709227	"model1"	"ventilated"
"ventilated"	"6.eth16"	"Eth 16 collapsed"	3.0722087	1.8290519	1.8852592	.05939485	.95649877	9.8677245	"model1"	"ventilated"
"ventilated"	"7.eth16"	"Eth 16 collapsed"	1.2912474	.49024371	.67324492	.50079149	.61353102	2.7175803	"model1"	"ventilated"
"ventilated"	"8.eth16"	"Eth 16 collapsed"	1.2043658	.27106378	.8262098	.40868509	.77478369	1.8721315	"model1"	"ventilated"
"ventilated"	"9.eth16"	"Eth 16 collapsed"	.93139663	.52620543	-.12579578	.89989358	.30777728	2.8185956	"model1"	"ventilated"
"ventilated"	"10.eth16"	"Eth 16 collapsed"	1.1220927	.33159682	.38981068	.69667654	.62875973	2.0025012	"model1"	"ventilated"
"ventilated"	"11.eth16"	"Eth 16 collapsed"	1.0232812	.17900369	.13156253	.89533032	.72626215	1.4417721	"model1"	"ventilated"
"ventilated"	"12.eth16"	"Eth 16 collapsed"	1.1316717	.13011703	1.0758253	.2820054	.90334002	1.4177174	"model1"	"ventilated"
"ventilated"	"0b.male"	"Male"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"1.male"	"Male"	1.3144114	.11781867	3.0499881	.0022885	1.102638	1.5668581	"model1"	"ventilated"
"ventilated"	"age1"	"Age spline 1"	1.0175878	.0265792	.66749698	.50445474	.96680449	1.0710385	"model1"	"ventilated"
"ventilated"	"age2"	"Age spline 2"	1.0190334	.071408	.26906484	.78787978	.88826203	1.1690571	"model1"	"ventilated"
"ventilated"	"age3"	"Age spline 3"	.86168234	.15240837	-.84166926	.39997311	.60924587	1.218714	"model1"	"ventilated"
"ventilated"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0644251	.151154	.4396656	.66017932	.8058236	1.4060159	"model1"	"ventilated"
"ventilated"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1025684	.15397012	.69920929	.48442124	.83856739	1.4496831	"model1"	"ventilated"
"ventilated"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0794955	.14718104	.56104179	.57476905	.82635365	1.4101838	"model1"	"ventilated"
"ventilated"	"5.imd"	"Index of Multiple Deprivation (IMD)"	.83204389	.11852315	-1.2907856	.19677803	.62935272	1.1000144	"model1"	"ventilated"
"ventilated"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"2.stp"	"Sustainability and Transformation Partnership"	.74866986	.14429523	-1.5018367	.1331393	.51313735	1.0923129	"model1"	"ventilated"
"ventilated"	"3.stp"	"Sustainability and Transformation Partnership"	.55502971	.14112558	-2.3154177	.02059008	.33719724	.91358391	"model1"	"ventilated"
"ventilated"	"4.stp"	"Sustainability and Transformation Partnership"	2.511285	1.0745492	2.1519513	.03140119	1.0856177	5.8091834	"model1"	"ventilated"
"ventilated"	"5.stp"	"Sustainability and Transformation Partnership"	.44292667	.18166016	-1.9855635	.04708181	.19825468	.98955562	"model1"	"ventilated"
"ventilated"	"6.stp"	"Sustainability and Transformation Partnership"	1.0008198	.21515096	.00381189	.99695856	.65670311	1.5252559	"model1"	"ventilated"
"ventilated"	"7.stp"	"Sustainability and Transformation Partnership"	2.008797	1.5881488	.88229027	.37761985	.42655858	9.4600494	"model1"	"ventilated"
"ventilated"	"8.stp"	"Sustainability and Transformation Partnership"	2.8490821	.73193902	4.0754488	.00004593	1.721981	4.7139131	"model1"	"ventilated"
"ventilated"	"9.stp"	"Sustainability and Transformation Partnership"	3.0758777	1.164932	2.9667195	.00300995	1.4641723	6.4616876	"model1"	"ventilated"
"ventilated"	"10.stp"	"Sustainability and Transformation Partnership"	3.3591599	.89957084	4.5246725	6.049e-06	1.9873849	5.6777905	"model1"	"ventilated"
"ventilated"	"11.stp"	"Sustainability and Transformation Partnership"	4.3049449	1.1788025	5.3310075	9.767e-08	2.5170227	7.3628855	"model1"	"ventilated"
"ventilated"	"12.stp"	"Sustainability and Transformation Partnership"	2.2025076	.60775769	2.8614897	.00421655	1.282442	3.7826582	"model1"	"ventilated"
"ventilated"	"13.stp"	"Sustainability and Transformation Partnership"	11.351281	4.3905714	6.2807344	3.370e-10	5.3187294	24.226006	"model1"	"ventilated"
"ventilated"	"14.stp"	"Sustainability and Transformation Partnership"	5.0688479	1.7728447	4.6407426	3.472e-06	2.5538712	10.060499	"model1"	"ventilated"
"ventilated"	"15.stp"	"Sustainability and Transformation Partnership"	1.7569398	.41457091	2.3884088	.01692151	1.1063836	2.7900247	"model1"	"ventilated"
"ventilated"	"16.stp"	"Sustainability and Transformation Partnership"	.70023684	.23270185	-1.0722736	.28359714	.36506879	1.3431212	"model1"	"ventilated"
"ventilated"	"17.stp"	"Sustainability and Transformation Partnership"	6.4483046	2.2157718	5.4240518	5.826e-08	3.2881752	12.645504	"model1"	"ventilated"
"ventilated"	"18.stp"	"Sustainability and Transformation Partnership"	1.6800182	.36254218	2.4041374	.01621068	1.1005952	2.5644862	"model1"	"ventilated"
"ventilated"	"19.stp"	"Sustainability and Transformation Partnership"	3.0061119	.72095381	4.5892949	4.447e-06	1.87872	4.8100351	"model1"	"ventilated"
"ventilated"	"20.stp"	"Sustainability and Transformation Partnership"	2.5048914	.50098817	4.5911362	4.408e-06	1.6925645	3.7070852	"model1"	"ventilated"
"ventilated"	"21.stp"	"Sustainability and Transformation Partnership"	4.1763787	.88928928	6.7131154	1.905e-11	2.7513819	6.3394102	"model1"	"ventilated"
"ventilated"	"22.stp"	"Sustainability and Transformation Partnership"	2.5737855	1.4786699	1.6455327	.09986	.83473212	7.9359256	"model1"	"ventilated"
"ventilated"	"23.stp"	"Sustainability and Transformation Partnership"	1.3497038	.37848739	1.0694047	.28488737	.77900882	2.338485	"model1"	"ventilated"
"ventilated"	"24.stp"	"Sustainability and Transformation Partnership"	4.2194833	4.9347859	1.2310247	.21831361	.42634271	41.759924	"model1"	"ventilated"
"ventilated"	"25.stp"	"Sustainability and Transformation Partnership"	.49844088	.42623881	-.81421394	.4155224	.09326391	2.663874	"model1"	"ventilated"
"ventilated"	"26.stp"	"Sustainability and Transformation Partnership"	2.4927754	.9540305	2.3866039	.0170048	1.1773697	5.2778066	"model1"	"ventilated"
"ventilated"	"27.stp"	"Sustainability and Transformation Partnership"	4.9806274	1.6789746	4.762833	1.909e-06	2.5724275	9.6432841	"model1"	"ventilated"
"ventilated"	"28.stp"	"Sustainability and Transformation Partnership"	4.9274127	1.8412922	4.2678217	.00001974	2.3688582	10.249409	"model1"	"ventilated"
"ventilated"	"29.stp"	"Sustainability and Transformation Partnership"	5.2696946	1.7506278	5.0028264	5.650e-07	2.7479612	10.105558	"model1"	"ventilated"
"ventilated"	"30.stp"	"Sustainability and Transformation Partnership"	2.0698773	.7260605	2.0739506	.0380839	1.0407937	4.116466	"model1"	"ventilated"
"ventilated"	"31o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"32o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"_cons"	"Constant"	.23212418	.21249725	-1.5953777	.11062781	.03859144	1.396207	"model1"	"ventilated"
"ventilated"	"1b.eth16"	"Eth 16 collapsed"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"3.eth16"	"Eth 16 collapsed"	.75926933	.17420235	-1.2003385	.23000789	.48428511	1.1903937	"model2"	"ventilated"
"ventilated"	"4.eth16"	"Eth 16 collapsed"	.92145639	.23013906	-.32751927	.74327517	.56478385	1.5033749	"model2"	"ventilated"
"ventilated"	"5.eth16"	"Eth 16 collapsed"	1.3782551	.39228472	1.1271647	.25967287	.78896382	2.4076988	"model2"	"ventilated"
"ventilated"	"6.eth16"	"Eth 16 collapsed"	2.7853345	1.8210859	1.5667616	.11717042	.77330594	10.032366	"model2"	"ventilated"
"ventilated"	"7.eth16"	"Eth 16 collapsed"	1.3859854	.61007193	.74155429	.45835743	.5849027	3.2842312	"model2"	"ventilated"
"ventilated"	"8.eth16"	"Eth 16 collapsed"	1.1169818	.32271399	.38291466	.70178304	.63404528	1.9677589	"model2"	"ventilated"
"ventilated"	"9.eth16"	"Eth 16 collapsed"	1.3633413	1.1279256	.3746275	.70793752	.26939202	6.8996081	"model2"	"ventilated"
"ventilated"	"10.eth16"	"Eth 16 collapsed"	.93723313	.33486918	-.18142747	.85603206	.46528296	1.8878962	"model2"	"ventilated"
"ventilated"	"11.eth16"	"Eth 16 collapsed"	.96056185	.21468732	-.18002945	.85712945	.61984091	1.488574	"model2"	"ventilated"
"ventilated"	"12.eth16"	"Eth 16 collapsed"	1.1384837	.17608635	.83855565	.4017187	.84076309	1.5416293	"model2"	"ventilated"
"ventilated"	"0b.male"	"Male"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.male"	"Male"	1.3004831	.15243854	2.2414506	.0249969	1.0335453	1.6363639	"model2"	"ventilated"
"ventilated"	"age1"	"Age spline 1"	.99529901	.04698678	-.09981371	.92049222	.90733872	1.0917864	"model2"	"ventilated"
"ventilated"	"age2"	"Age spline 2"	1.1097311	.12865655	.89807062	.3691479	.88416596	1.3928415	"model2"	"ventilated"
"ventilated"	"age3"	"Age spline 3"	.69263148	.19420562	-1.3098174	.19025761	.39979324	1.1999662	"model2"	"ventilated"
"ventilated"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1691532	.20932567	.8728739	.38273181	.82313664	1.6606224	"model2"	"ventilated"
"ventilated"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1321851	.20222105	.69508203	.4870039	.79778016	1.6067624	"model2"	"ventilated"
"ventilated"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3617186	.23855807	1.7623686	.07800704	.96597577	1.91959	"model2"	"ventilated"
"ventilated"	"5.imd"	"Index of Multiple Deprivation (IMD)"	.86869323	.15661113	-.78079888	.43492079	.61011088	1.2368702	"model2"	"ventilated"
"ventilated"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0027239	.00970324	.28110043	.77863337	.98388509	1.0219234	"model2"	"ventilated"
"ventilated"	"hba1c_pct"	"HbA1c %"	.99778587	.04564395	-.04845494	.96135368	.91221862	1.0913794	"model2"	"ventilated"
"ventilated"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.9914522	.00438175	-1.9424137	.05208704	.98290122	1.0000776	"model2"	"ventilated"
"ventilated"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.82569565	.09608406	-1.6458994	.09978448	.65730643	1.0372229	"model2"	"ventilated"
"ventilated"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.94067788	.23287623	-.24702691	.8048874	.57904946	1.5281508	"model2"	"ventilated"
"ventilated"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.hypertension"	"Diagnosed hypertension"	.91172631	.10600966	-.79481047	.42672376	.72592584	1.1450823	"model2"	"ventilated"
"ventilated"	"bp_map"	"Mean Arterial Pressure"	.99858015	.00313412	-.45270681	.65075988	.99245624	1.0047419	"model2"	"ventilated"
"ventilated"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.0369586	.1660527	.2266349	.82070766	.75762592	1.4192798	"model2"	"ventilated"
"ventilated"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.87662817	.11960763	-.96505291	.33451831	.67092969	1.1453912	"model2"	"ventilated"
"ventilated"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.dm_type"	"Diabetes Type"	.89331612	.3700198	-.27236177	.78534386	.39667024	2.0117811	"model2"	"ventilated"
"ventilated"	"2.dm_type"	"Diabetes Type"	1.04428	.16167778	.27985402	.77958951	.77096028	1.4144966	"model2"	"ventilated"
"ventilated"	"3.dm_type"	"Diabetes Type"	1.3320635	.31173414	1.2252155	.22049403	.84202262	2.1072986	"model2"	"ventilated"
"ventilated"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.cancer"	"Cancer"	.89058354	.16247009	-.63518994	.52530454	.62285803	1.2733865	"model2"	"ventilated"
"ventilated"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.chronic_liver_disease"	"Chronic liver disease"	1.0064532	.5027127	.01287801	.98972512	.37811805	2.6789199	"model2"	"ventilated"
"ventilated"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.stroke"	"Stroke"	.64002058	.14598229	-1.9564863	.05040789	.40930155	1.0007935	"model2"	"ventilated"
"ventilated"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1o.dementia"	"Dementia"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.other_neuro"	"Neurological disease"	.62091076	.25089027	-1.1794246	.23822916	.2812456	1.3707954	"model2"	"ventilated"
"ventilated"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"ventilated"
