eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"hes_30"	"25.stp"	"Sustainability and Transformation Partnership"	.25881667	.18378398	-1.9034616	.05698034	.06435166	1.0409377	"model0"	"hes"	""
"hes_30"	"26.stp"	"Sustainability and Transformation Partnership"	.36546404	.25577413	-1.438267	.15035831	.09270895	1.4406804	"model0"	"hes"	""
"hes_30"	"27.stp"	"Sustainability and Transformation Partnership"	.34512035	.24086672	-1.5243304	.12742621	.08788185	1.3553203	"model0"	"hes"	""
"hes_30"	"28.stp"	"Sustainability and Transformation Partnership"	.44639181	.31221736	-1.1531741	.24883893	.11333525	1.7581966	"model0"	"hes"	""
"hes_30"	"29.stp"	"Sustainability and Transformation Partnership"	.41477736	.28978046	-1.2596075	.20781101	.10547044	1.6311704	"model0"	"hes"	""
"hes_30"	"30.stp"	"Sustainability and Transformation Partnership"	.53321525	.37258375	-.89993672	.36815393	.13555831	2.097389	"model0"	"hes"	""
"hes_30"	"31.stp"	"Sustainability and Transformation Partnership"	.48257309	.37684463	-.93304711	.35079564	.10443691	2.2298324	"model0"	"hes"	""
"hes_30"	"32.stp"	"Sustainability and Transformation Partnership"	.25063439	.17430473	-1.9897213	.04662164	.06413114	.9795178	"model0"	"hes"	""
"hes_30"	"_cons"	"Constant"	.13661013	.09680448	-2.8091617	.00496707	.03406479	.54784807	"model0"	"hes"	""
"hes_30"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"2.ethnicity_16"	"Eth 16 categories"	.89661728	.1238221	-.79020154	.42941008	.68400124	1.1753232	"model1"	"hes"	""
"hes_30"	"3.ethnicity_16"	"Eth 16 categories"	.90637401	.04109836	-2.1679574	.03016193	.82929836	.99061314	"model1"	"hes"	""
"hes_30"	"4.ethnicity_16"	"Eth 16 categories"	1.2294162	.25164293	1.0090605	.31294562	.82313457	1.8362298	"model1"	"hes"	""
"hes_30"	"5.ethnicity_16"	"Eth 16 categories"	1.0280241	.18717271	.15180208	.87934304	.71948999	1.468865	"model1"	"hes"	""
"hes_30"	"6.ethnicity_16"	"Eth 16 categories"	1.5640845	.2902581	2.4103241	.01593835	1.0871684	2.2502131	"model1"	"hes"	""
"hes_30"	"7.ethnicity_16"	"Eth 16 categories"	1.3612703	.23288494	1.8027814	.07142255	.97346767	1.9035627	"model1"	"hes"	""
"hes_30"	"8.ethnicity_16"	"Eth 16 categories"	.87425318	.04590234	-2.5594936	.01048248	.78876058	.96901219	"model1"	"hes"	""
"hes_30"	"9.ethnicity_16"	"Eth 16 categories"	1.3224632	.07687804	4.8079171	1.525e-06	1.180052	1.4820608	"model1"	"hes"	""
"hes_30"	"10.ethnicity_16"	"Eth 16 categories"	1.8909981	.280931	4.2884694	.00001799	1.413301	2.5301574	"model1"	"hes"	""
"hes_30"	"11.ethnicity_16"	"Eth 16 categories"	1.0622351	.07213125	.88911222	.37394277	.92986454	1.2134493	"model1"	"hes"	""
"hes_30"	"12.ethnicity_16"	"Eth 16 categories"	1.6874352	.18780939	4.7009503	2.590e-06	1.3567176	2.0987696	"model1"	"hes"	""
"hes_30"	"13.ethnicity_16"	"Eth 16 categories"	1.2385994	.08976615	2.9525273	.00315184	1.0745854	1.4276468	"model1"	"hes"	""
"hes_30"	"14.ethnicity_16"	"Eth 16 categories"	1.4277398	.19123083	2.6586072	.00784644	1.098094	1.8563447	"model1"	"hes"	""
"hes_30"	"15.ethnicity_16"	"Eth 16 categories"	1.7720329	.37919295	2.6736484	.00750311	1.1649982	2.6953694	"model1"	"hes"	""
"hes_30"	"16.ethnicity_16"	"Eth 16 categories"	1.3971699	.11289846	4.1389547	.00003489	1.1925258	1.636932	"model1"	"hes"	""
"hes_30"	"17.ethnicity_16"	"Eth 16 categories"	1.0179567	.02621529	.69108461	.48951237	.96785087	1.0706566	"model1"	"hes"	""
"hes_30"	"0b.male"	"Male"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"1.male"	"Male"	2.1006281	.04217984	36.964639	4.24e-299	2.0195628	2.1849474	"model1"	"hes"	""
"hes_30"	"age1"	"Age spline 1"	.99987988	.00420882	-.02853796	.97723309	.99166467	1.0081631	"model1"	"hes"	""
"hes_30"	"age2"	"Age spline 2"	1.2593759	.01524143	19.055472	5.918e-81	1.2298548	1.2896057	"model1"	"hes"	""
"hes_30"	"age3"	"Age spline 3"	.54209035	.01689218	-19.650163	5.763e-86	.50997304	.57623036	"model1"	"hes"	""
"hes_30"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0571197	.03632333	1.6166151	.10596138	.98827163	1.1307641	"model1"	"hes"	""
"hes_30"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.154114	.03926478	4.2130017	.0000252	1.0796662	1.2336954	"model1"	"hes"	""
"hes_30"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2161608	.0404835	5.8789741	4.128e-09	1.1393476	1.2981526	"model1"	"hes"	""
"hes_30"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3684022	.04563415	9.4050372	5.201e-21	1.2818213	1.4608313	"model1"	"hes"	""
"hes_30"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"2.stp"	"Sustainability and Transformation Partnership"	.36895773	.25741284	-1.4291356	.15296526	.093997	1.4482357	"model1"	"hes"	""
"hes_30"	"3.stp"	"Sustainability and Transformation Partnership"	.32828715	.22932798	-1.5945201	.11081958	.08349093	1.2908283	"model1"	"hes"	""
"hes_30"	"4.stp"	"Sustainability and Transformation Partnership"	.32346017	.22698084	-1.60843	.10774103	.08175408	1.2797708	"model1"	"hes"	""
"hes_30"	"5.stp"	"Sustainability and Transformation Partnership"	.33256369	.23431365	-1.5625522	.11815796	.08358833	1.3231345	"model1"	"hes"	""
"hes_30"	"6.stp"	"Sustainability and Transformation Partnership"	.33251619	.23210124	-1.5774259	.11469756	.08465673	1.306063	"model1"	"hes"	""
"hes_30"	"7.stp"	"Sustainability and Transformation Partnership"	.39304521	.27968748	-1.3123135	.18941437	.09743951	1.5854405	"model1"	"hes"	""
"hes_30"	"8.stp"	"Sustainability and Transformation Partnership"	.55508201	.38786808	-.84240794	.39955965	.14111498	2.1834395	"model1"	"hes"	""
"hes_30"	"9.stp"	"Sustainability and Transformation Partnership"	.42089861	.29496254	-1.2348355	.21689174	.10657662	1.6622374	"model1"	"hes"	""
"hes_30"	"10.stp"	"Sustainability and Transformation Partnership"	.46031871	.32184408	-1.1096426	.26715306	.11692797	1.8121697	"model1"	"hes"	""
"hes_30"	"11.stp"	"Sustainability and Transformation Partnership"	.42240053	.29500697	-1.233955	.21721967	.1074584	1.6603839	"model1"	"hes"	""
"hes_30"	"12.stp"	"Sustainability and Transformation Partnership"	.61824415	.43314259	-.68637028	.49247964	.15660557	2.4406912	"model1"	"hes"	""
"hes_30"	"13.stp"	"Sustainability and Transformation Partnership"	.77388354	.54151466	-.36632909	.71411953	.19636257	3.0499485	"model1"	"hes"	""
"hes_30"	"14.stp"	"Sustainability and Transformation Partnership"	.62449849	.4368833	-.67298947	.50095399	.15850844	2.4604265	"model1"	"hes"	""
"hes_30"	"15.stp"	"Sustainability and Transformation Partnership"	.48198034	.33706154	-1.0436501	.29664733	.12239444	1.8980033	"model1"	"hes"	""
"hes_30"	"16.stp"	"Sustainability and Transformation Partnership"	.34334697	.24019833	-1.5280816	.12649229	.08714661	1.352745	"model1"	"hes"	""
"hes_30"	"17.stp"	"Sustainability and Transformation Partnership"	.39969616	.27972216	-1.3103775	.19006818	.10139759	1.5755504	"model1"	"hes"	""
"hes_30"	"18.stp"	"Sustainability and Transformation Partnership"	.63058682	.44043954	-.66017319	.5091427	.16040387	2.478991	"model1"	"hes"	""
"hes_30"	"19.stp"	"Sustainability and Transformation Partnership"	.53557427	.37471073	-.89247775	.37213692	.13591976	2.1103613	"model1"	"hes"	""
"hes_30"	"20.stp"	"Sustainability and Transformation Partnership"	.52085742	.36388148	-.93366754	.35047541	.13245011	2.0482615	"model1"	"hes"	""
"hes_30"	"21.stp"	"Sustainability and Transformation Partnership"	.76057638	.53126557	-.39180703	.6952008	.19345289	2.9902702	"model1"	"hes"	""
"hes_30"	"22.stp"	"Sustainability and Transformation Partnership"	.65974283	.47072521	-.58291005	.55995385	.16294613	2.6711932	"model1"	"hes"	""
"hes_30"	"23.stp"	"Sustainability and Transformation Partnership"	.34427757	.24103102	-1.5230637	.12774277	.08729249	1.357815	"model1"	"hes"	""
"hes_30"	"24.stp"	"Sustainability and Transformation Partnership"	.41437543	.30289689	-1.2052209	.22811805	.09889843	1.7361954	"model1"	"hes"	""
"hes_30"	"25.stp"	"Sustainability and Transformation Partnership"	.29916597	.21320636	-1.6932917	.09039996	.07400944	1.209309	"model1"	"hes"	""
"hes_30"	"26.stp"	"Sustainability and Transformation Partnership"	.43493848	.3054869	-1.1853482	.23587982	.10979209	1.7229973	"model1"	"hes"	""
"hes_30"	"27.stp"	"Sustainability and Transformation Partnership"	.42013792	.29428886	-1.2380079	.21571313	.1064538	1.6581454	"model1"	"hes"	""
"hes_30"	"28.stp"	"Sustainability and Transformation Partnership"	.53491792	.37547131	-.89132535	.37275465	.13514781	2.1172165	"model1"	"hes"	""
"hes_30"	"29.stp"	"Sustainability and Transformation Partnership"	.47606318	.33376005	-1.0586537	.2897575	.12047619	1.8811697	"model1"	"hes"	""
"hes_30"	"30.stp"	"Sustainability and Transformation Partnership"	.65300586	.4579423	-.60769876	.54338728	.16518986	2.581373	"model1"	"hes"	""
"hes_30"	"31.stp"	"Sustainability and Transformation Partnership"	.60626252	.47488309	-.63889271	.52289273	.13059238	2.8145152	"model1"	"hes"	""
"hes_30"	"32.stp"	"Sustainability and Transformation Partnership"	.2801373	.19548501	-1.8235047	.06822698	.07134881	1.099905	"model1"	"hes"	""
"hes_30"	"_cons"	"Constant"	.09734776	.06928489	-3.2729829	.00106419	.02412704	.39277864	"model1"	"hes"	""
"hes_30"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"2.ethnicity_16"	"Eth 16 categories"	.93296324	.13449631	-.4813354	.63027814	.70332331	1.2375822	"model2"	"hes"	""
"hes_30"	"3.ethnicity_16"	"Eth 16 categories"	1.040033	.04930046	.82806122	.40763583	.9477587	1.1412911	"model2"	"hes"	""
"hes_30"	"4.ethnicity_16"	"Eth 16 categories"	1.3159608	.27494135	1.314169	.18878932	.87378162	1.9819056	"model2"	"hes"	""
"hes_30"	"5.ethnicity_16"	"Eth 16 categories"	1.1360738	.21094871	.68707861	.49203319	.78950257	1.6347808	"model2"	"hes"	""
"hes_30"	"6.ethnicity_16"	"Eth 16 categories"	1.7387553	.33194472	2.8975502	.0037609	1.1960136	2.5277891	"model2"	"hes"	""
"hes_30"	"7.ethnicity_16"	"Eth 16 categories"	1.4268008	.25054996	2.0240858	.04296133	1.0113236	2.0129666	"model2"	"hes"	""
"hes_30"	"8.ethnicity_16"	"Eth 16 categories"	.91175661	.05046804	-1.6689787	.09512161	.81801781	1.0162372	"model2"	"hes"	""
"hes_30"	"9.ethnicity_16"	"Eth 16 categories"	1.1752734	.07155591	2.6525767	.007988	1.0430711	1.3242313	"model2"	"hes"	""
"hes_30"	"10.ethnicity_16"	"Eth 16 categories"	1.8408819	.28032442	4.0074587	.00006138	1.3658635	2.4811016	"model2"	"hes"	""
"hes_30"	"11.ethnicity_16"	"Eth 16 categories"	1.1342038	.08003692	1.7845681	.0743314	.98769919	1.3024394	"model2"	"hes"	""
"hes_30"	"12.ethnicity_16"	"Eth 16 categories"	1.5843705	.18338567	3.9758121	.00007014	1.2627953	1.9878359	"model2"	"hes"	""
"hes_30"	"13.ethnicity_16"	"Eth 16 categories"	1.3201644	.0986112	3.7184816	.00020042	1.140372	1.5283031	"model2"	"hes"	""
"hes_30"	"14.ethnicity_16"	"Eth 16 categories"	1.3768885	.18922205	2.3272396	.01995252	1.0517692	1.8025075	"model2"	"hes"	""
"hes_30"	"15.ethnicity_16"	"Eth 16 categories"	2.4915882	.53521652	4.2499092	.00002139	1.6354234	3.7959663	"model2"	"hes"	""
"hes_30"	"16.ethnicity_16"	"Eth 16 categories"	1.6185063	.1353445	5.7580227	8.510e-09	1.3738341	1.9067532	"model2"	"hes"	""
"hes_30"	"17.ethnicity_16"	"Eth 16 categories"	1.0966724	.02985919	3.3892922	.00070073	1.0396836	1.156785	"model2"	"hes"	""
"hes_30"	"0b.male"	"Male"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.male"	"Male"	2.1015222	.04544703	34.341529	1.88e-258	2.014309	2.1925114	"model2"	"hes"	""
"hes_30"	"age1"	"Age spline 1"	1.0039689	.0043765	.90867151	.36352355	.99542769	1.0125835	"model2"	"hes"	""
"hes_30"	"age2"	"Age spline 2"	1.1715085	.01466439	12.645643	1.183e-36	1.1431165	1.2006056	"model2"	"hes"	""
"hes_30"	"age3"	"Age spline 3"	.66132674	.02132003	-12.826593	1.164e-37	.62083303	.70446165	"model2"	"hes"	""
"hes_30"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0068598	.0359727	.19134732	.84825349	.93876654	1.0798922	"model2"	"hes"	""
"hes_30"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0603872	.03758278	1.6543435	.09805775	.9892265	1.1366668	"model2"	"hes"	""
